userName,score,date,thumbsUpCount,comment
Rene Park,5,2018-12-03,46,지금까지 사용한 앱중에 가장 간편한 디자인입니다. 통장관리도 너무 편하고 혜택에 시즌이 있어 자주 확인하게되니 참 좋아요.
안재현,5,2018-12-03,0,고객마음 을 제대로 읽 는 은행
hy seo,5,2018-12-03,1,적금가입과 해지가 쉬워서 편리함
Google 사용자,5,2018-12-03,0,좋아요
Google 사용자,5,2018-12-03,0,잘쓰고있어요
한신균,5,2018-12-03,0,간편하고 좋아요
Google 사용자,4,2018-12-03,2,현재 만족 중!
키미슈미트,5,2018-12-03,32,모임통장뿐 아니라 기본적으로 갤럭시 유저로서 삼성페이와 연동해서 쓰면 정말 편리합니다ㅜㅜ 계좌이체시 수수료 면제인 부분도 최고...카뱅만 쓰게 되네요
나영석,5,2018-12-03,0,u좋아요
Google 사용자,4,2018-12-03,2,간편해서 접근하기쉬운데 위험성이 있는지 잘 모르겠다
박갑선,5,2018-12-03,0,편리하고 좋아요~^^
Kei Park,5,2018-12-03,0,넘 좋음
환이,5,2018-12-03,0,좋아요
솜이봄이,5,2018-12-03,2,이체업무가 많은데 편하고 좋아요
김건태,5,2018-12-03,0,좋음
이미숙,5,2018-12-03,0,좋아요
빵빵이,5,2018-12-03,0,좋아요
꽃네로롱,5,2018-12-03,0,잘쓰고 있어요. 아주 맘에 드네요.
이상진,5,2018-12-03,1,편해서좋아요
세비가,5,2018-12-03,0,좋음
백수별 일 없는,5,2018-12-03,0,너무조아여
Easton Kim,5,2018-12-03,0,감사합니다
유지영,5,2018-12-03,0,참 좋다. 간편하다.. 초심을 잃지 않길 바란다.
이미나,5,2018-12-03,0,편하고 좋아요~
이모,5,2018-12-03,5,우와 모임통장 ㅋㅋㅋ 친구들하고 여행자금 만들거나 여자친구랑 데이트 통장으로 쓰기 좋네요!!!
이경복,5,2018-12-03,0,간편해서 너무 좋아요
. 〰,5,2018-12-03,0,제일편해요
Jongkook Jin,5,2018-12-03,1,쓸수록 편하고 좋아요.
박지성,5,2018-12-03,0,편하고좋아요
안우진,5,2018-12-03,1,카카오뱅크 정말 최고입니다.대한민국 모든 은행 카카오뱅크처럼 되길 바랍니다.
Quallity Hight,5,2018-12-03,0,굿잡 코리아
노후부자되기,5,2018-12-03,0,좋아요
한성만,5,2018-12-03,2,제일편한 뱅크앱입니다.
울산부산,5,2018-12-03,0,유용행 좋앙
Sang K,5,2018-12-03,0,좋아요
Google 사용자,1,2018-12-03,0,업데이트가 안되어서 다시 깔려고 지웠는데 깔리지도 않습니다.. ㅠㅠ 제돈 어쩝니까 ㅠㅠ 내돈내돈!!
lumpen,5,2018-12-03,0,편리하고 좋음
Y.H. B.,5,2018-12-03,1,정말 최고의 은행입니다. 주변에도 강추하고있어요. 그니까 수수료는 쭉 면제로 해주세요~~~^^♡
Google 사용자,4,2018-12-03,0,굿~~~~~~~
Sprinter하니,5,2018-12-03,1,"최곱니다, 앞으로 쭈욱 수수료없음 얼마나좋을까요"
여정진아,5,2018-12-03,0,좋아요
Google 사용자,5,2018-12-03,0,굿
자몽,5,2018-12-03,6,정말 유용하게 잘쓰고 있답니다
최정미,5,2018-12-03,0,👍
이호승,5,2018-12-03,2,은행보다 간단하고심플해서 좋아요
Google 사용자,5,2018-12-03,0,쓰면쓸수록 편하고 좋아요^^
Google 사용자,5,2018-12-03,0,좋아요. 몰래꿈쳐두는 비상금통장
sungseob kim,5,2018-12-03,1,많이 기대됩니다~^^
Google 사용자,5,2018-12-03,0,혁명
Google 사용자,5,2018-12-03,8,참좋은 은행입니다
Longo,5,2018-12-03,0,최고
떵우,5,2018-12-03,5,모임통장 너무 유용하네요~!!
Google 사용자,1,2018-12-03,0,모임통장 업데이트 하라고 계속뜨네
L.S.C,1,2018-12-03,1,"사진찰영 계속해서 보내도 사진 인증 못하고 기기변경은 수백번도 도뜨고  정말 싫다 싫어,간편하게 사용하려고 이용하려는데.기기변경 오류, 정말 비추천"
김도현,5,2018-12-03,0,간단좋음
나민수,5,2018-12-03,0,너무너무 편하고 잘사용하고있어요^^
Google 사용자,5,2018-12-02,1,개인회생 진행중인 사람들에게도 교통카드기능 사용할수있게 해주세요! 같지만 다른은행이라고말하는것처럼요~ㅎㅎ
Google 사용자,5,2018-12-02,0,2g 폰이여서 테블릿에 계설하려하는데 안되네요ㅠㅠ 스마트폰이 아니면 계설 못하나요??
Google 사용자,5,2018-12-02,0,지금처음이라. .
라재학,5,2018-12-02,0,굿
신만재,5,2018-12-02,1,신속처리 매우 편리합니다
모모모,4,2018-12-02,0,적금및 정기계좌에 메모를 100자정도 적을수 있게 만들어주세요. 그리고 계좌 순서 위 아래로 순서를 바꿀수있게 만들어주세요
성정엽,1,2018-12-01,1,한도제한계좌 빨리 풀어주세요
이현균,5,2018-12-01,0,좋음
걸음이느린아이,5,2018-12-01,0,🤗
Google 사용자,5,2018-12-01,0,편리하고 너무좋아요
Google 사용자,3,2018-12-01,1,왜 계좌 계설하다가 주민등록번호 적으라해서 알맞게 적었는데 왜 틀렸다고 나오나요;;;
Google 사용자,4,2018-12-01,0,편리해서 사용합니다.^^ 인터넷이라 아직은 익숙하지가 않네요. 50대라서요~^^
Google 사용자,5,2018-12-01,0,굿
REX HAN,5,2018-12-01,0,편리하게 잘쓰고있어요
남임상엽,5,2018-12-01,0,앞으로도 더 좋은모습보여주세요.
Google 사용자,1,2018-11-30,0,너무 불편하여 탈되 삭제요청합니다
Google 사용자,5,2018-11-30,0,감사드립니다
Google 사용자,5,2018-11-30,0,좋네요
s드래곤,4,2018-11-30,0,좋음 편하고
김민재,3,2018-11-30,0,다좋은데 자꾸 앱이 중지되엇다고하는대 저만그런건가요..?
웅전주,1,2018-11-30,0,신경질나게 내계정 내가들가는데 기기변경해라 이용내력해서 달리 로긴해라그러네 그지같은앱
moonduck Chung,5,2018-11-30,0,너무 만족스럽습니당
안흥식,5,2018-11-30,0,좋아요
Google 사용자,4,2018-11-30,0,소액으로 목돈(적금)을 모을수 있어 좋다
박영국,5,2018-11-30,0,감사합니자
성이름,1,2018-11-29,2,내 주민등록번호를 내가 아는데 뭘 자꾸 아니래 졸라 때리고 싶네
이연지,2,2018-11-29,3,아니 5번 다 민증보고 주민번호 입력했늗데 다 틀렸다고 나오네요 제 손이나 머리에 문제가 있지 않는 이상 그럴리는 없을텐데 아쉽게도 아무 문제가 없어요 ㄷ왜이러죠 이거ㅡㅡ
허재환,5,2018-11-29,0,좋아요 사용이 간편하여~~
Seunghwan Lee,5,2018-11-29,0,잘 사용하고 있어요
박종윤,5,2018-11-29,1,간편하고 재미있는 은행입니다
링쵸코,5,2018-11-29,1,정말 빠르고 편함. 만족도 굿😃
김정갑,5,2018-11-29,0,최고예요
Google 사용자,5,2018-11-29,0,편리해요
星장군,5,2018-11-29,1,더욱더 발전하는 카카오뱅크 되세요~아자 ! ^^
YH Park,5,2018-11-28,2,한도계좌 해지 할 때 필요서류들 완화시켜주세요ㅠㅠ
KU_SPORTS,5,2018-11-28,0,굿!
허광원,5,2018-11-28,0,간편하고좋아요
Google 사용자,5,2018-11-28,0,최고익거 같아용
강꽃,4,2018-11-28,0,업뎃하고나서 앱푸시가 안떠요 왜이러죠?
조은희,5,2018-11-28,0,카카오 괜춘한데ㅎ
Ondal7,1,2018-11-27,1,앱 없애버려라
HJ Kim,1,2018-11-27,1,쓰레기 해지가 답
sw k,5,2018-11-27,0,카카오 세상을 편리하게^^
Julia YUN,5,2018-11-27,1,신용카드너무많이써서 절약해보려 시작했어요~
Jaesun Hwang,5,2018-11-27,0,굿
신인혁,5,2018-11-26,0,좋습니다.
강민성,5,2018-11-26,0,기기변경을 하려고 하는데 카메라가 주민등록증을 인식을 못하네요 다른 방법은 없나요?
Youtube세대,1,2018-11-26,0,쓰레기 쓰지도않는데 누가 여기다 돈보내면 깔아야댐
레이첼,4,2018-11-26,24,다 좋은데 세이프박스에 입금하고 출금시 내가 계산해서 총 잔액을 입력하기 보다 입금&출금 하고자 하는 금액을 이체 할 때 처럼 그 금액을 입력 할 수 있었으면 더 좋겠습니다.많이 불편합니다ㅠ
jeon jihun,5,2018-11-26,2,공인인증서 없는 유부에겐 정말 좋음. 온라인 쇼핑이 가능해 졌음. 기쁘다
Min Sung,5,2018-11-26,0,Good 👍
6164 c,5,2018-11-26,1,감사합니다
김용기,5,2018-11-25,1,참쉽고 편한거 같아요
Google 사용자,5,2018-11-25,0,최고의 앱 이네요~~~♡
꽁꽁이,3,2018-11-24,30,처음 로그인한 화면에서 계좌번호 아래에 나오는 통장 잔액이 바로 안보이겠금 설정할 수 있게 해주시고 또 첨 화면에 보이는 계좌번호 크기를 조절할 수 있게 해주세요. 그리고 xxx님 안녕하세요 글자도 뺄 수있게 해주세요.
Google 사용자,5,2018-11-24,1,여러가지로 편리하고 좋은것같요 강추 함
Google 사용자,5,2018-11-24,0,편리하게 잘사용하고 있어요 ㄲㄱ
dbuehebbzu,2,2018-11-24,1,왜안들어가지나요?
아르마티오넴,5,2018-11-24,0,접속이라도 잘되게 해줘요
박강수,5,2018-11-24,1,입출금 무료 계속되길
Google 사용자,5,2018-11-24,0,편함
메마른tear,5,2018-11-24,0,진즉에 나왔어야하는데 암튼 땡큐요~~^^
정성웅,5,2018-11-23,0,최고
JAE NAM KIM,1,2018-11-23,17,계속 다시 깔라는데.... 기기변경하라고 하고... 아래 리뷰 보니 보안설정 핀으로 하면 된다고 해서 바꿨는데... 또 기기변경 뜨네요... 탈퇴하고 싶은데 탈퇴허기 위해서도 로그인이 되야하잖아요... 신분증 사진촬영 20번은 해야 인식되고... 이렇게 어떻게 써요... 최근 리뷰보면 문제없이 쓰는 분도 있는 것 같은데 저는 계속 동일한 문제가 떠서 불편합니다. 이런 리뷰 처음 올립니다.
장규상,1,2018-11-23,4,업데이트 하고 나서 멍청하게 잇다가 종료되네요...빨리 패치 하세욧 ;;;
김현수,2,2018-11-23,1,노트9인데요 지문이 처음에는 잘 되다가 조금 지나면 다시 시도해주세요 뜨면서 로그인이 안됩니다
Yonghoon Jeon,5,2018-11-23,1,Gooood
정우식,5,2018-11-23,0,괜찮아 아주 괜찮아
김병규,4,2018-11-22,2,좋아요
이만송,5,2018-11-22,2,좋아요
woojooin Y,3,2018-11-22,8,3년째 쓰는 폰에서 왜 자꾸 기기변경 오류 뜹니까 ??? 폰으로 거래하는데 계속 이러면 어떻게 이용을 하라는건지
Google 사용자,1,2018-11-22,1,계좌 비밀번호를 잊어버려 신분증 촬영하는데 계속안된다고 해서 전화하니까 모른다고 전화를 다른부서로 떠넘기고 있고 영상통화는 접수됬다고하고 30분째 전화안오내요 최악
장명화,5,2018-11-21,0,편리해서 좋아요
베베베,1,2018-11-21,1,이놈의 앱은 업데이트 할때마다 네트워크 인식이 아예 안되서 앱을 다시 깔아야 작동하네요....
줄때먹자,4,2018-11-21,0,잘쓰고있어여
swing Free,5,2018-11-21,0,좋음
Google 사용자,5,2018-11-21,1,좋아요
노아랑,5,2018-11-21,1,간편하게 사용할수있고 진짜 너무편하고 좋아여!!!
디노조yoo,5,2018-11-21,1,잘쓰고 있음 만족
sodamtree소담트리,5,2018-11-21,0,좋아요
승학추,2,2018-11-21,0,실명정보확인 제대로 했는데 오류가 뜨는 이유가 뭔가요? 본인명의 핸드폰이 아니면 그런가요? 공기계로도 못하나요?
송민규,5,2018-11-21,1,편리하고 좋아요~ 그런데 해외에서는 잘안되네요! 해외에서도 잘되면 더욱 좋은듯!
이도사,5,2018-11-21,0,좋구나!! 다른 은행!!
수노공TV,5,2018-11-21,0,좋습니다
박성찬,5,2018-11-21,0,굿
김경아,5,2018-11-21,0,간편해서 좋아요
Hyunwoo Han,5,2018-11-20,0,좋음.
Google 사용자,5,2018-11-20,1,편리하게 빠르게 사용할수있다ㅋ
Google 사용자,5,2018-11-20,0,카카오뱅크가 좋다
Google 사용자,5,2018-11-20,0,좋아요
Google 사용자,5,2018-11-20,0,대민족입니다!~~^^ 추천 많이 합니다
임해찬,1,2018-11-20,1,신분증 촬영하는데 안됩니다 오류 좀 고쳐주세요.
Google 사용자,1,2018-11-20,2,최악 신분증인식도못하면서 안하면 아무것도 못하게되어있음 어려운글자도아닌데 인식못하게해놓으면 어쩌라는건지 원... 수동입력이라도 해놓을수 있게해주던지 진짜 짜증나는앱입니다
이연주,1,2018-11-20,1,망할 카뱅 기기변경을 몇번을 하라는거야!
꾸울,1,2018-11-20,1,거의 1년동안을 계속 사용하다가 갑자기 안 되어서 전화하니 기기변경으로 다시 설치하라고 해서 어찌어찌 해서 신분증 다시 인증하고 썼는데 한달도 안되어서 또 다시 안됨. 또 전화하니 같은 말 반복. 삭제하고 다시 설치하려고 하니 이제 설치도 안됨. 휴대폰 구입비 지원해줄 것도 아니면서 어쩌라는 건지? 얼마나 좋은 기능을 넣었길래 갑자기 안되게 해놓은 건지? 이제 내돈은 어떻게 되는 건지?
오윤정,5,2018-11-20,0,편리합니다.
손경환,5,2018-11-19,0,이자싸서 좋아용
금조달인,5,2018-11-19,0,완전 좋아요
손현석,5,2018-11-19,1,최고에요.카카오뱅크는 계속 번창하길 진심으로 바랍니다.
김진의,5,2018-11-18,0,감사합니다
유준혁,1,2018-11-18,4,카카오뱅크 체크카드 이용하면서 어플리케이션 때문에 불편합니다. 어플을 켜면 실행이 안되고 꺼집니다. 핸드폰 잘못인가 다시 어플 지우고 깔아봐도 어느샌가 다시 실행이 안됩니다. 제 주변에서도 카뱅체크카드 이용하는 친구들이 있는데 몇명 같은 현상이 일어나 그냥 거래 안한다고 어플 삭제했답니다. 안정화 좀 해주시겠어요? 이러다 저도 거래 안하겠어요ㅎㅎ
Google 사용자,1,2018-11-18,2,아니 계좌 등록이 왜 안됩니까?? 계좌번호 정확히 쳤는데 안되는건 말이안되죠ㅋㅋㅋㅋ
김현주,3,2018-11-18,1,카카오뱅크를 설치를하다가 마무리즈음 1원을 입금해주시고 입금자명을 작성하는 과정에서 포기하였습니다.제가 우리은행 거래자이지만 계좌번호가 옛날 한일은행시절 구계좌라서 안되는가봅니다.머릿속에 외우고 있는 계좌라 따로 우리은행 신계좌로 바꾸고 싶은 생각은 없습니다.구계좌도 가능하게 해주세요.
Google 사용자,5,2018-11-17,0,사용하기 편리해요
이재훈,1,2018-11-17,2,신분증 촬영 겁나 힘들어. 얼마나 오랫동안 들고 있어야 하냐?? 초기 절차도 복잡하고 카카오뱅크 초기부터 그러더니 말로 고친다 고친다.. 말로는 뭘 못해??
Google 사용자,4,2018-11-17,0,괜차나여
문영학,5,2018-11-17,1,기존 은행 스마트뱅킹보다 이용이 편하고 이체수수료가 없어서 정말 좋습니다. 심지어 atm입금 수수료도 없구요. 캐시백도 매월 1만원 넘게 받고 있습니다. 주변에 카뱅 늘 추천하고 있답니다^^
부메랑28,5,2018-11-17,0,굿
Google 사용자,5,2018-11-17,0,Reallyreally28
윤우현,5,2018-11-17,1,와 세이프박스 입출금 내역 보여주는거 짱 좋다. 카뱅 흥한다!!
Google 사용자,5,2018-11-16,0,굿
윤대진,5,2018-11-16,0,찐ㅇ
Google 사용자,5,2018-11-16,0,카뱅 좋아요
jin-yong hur,5,2018-11-16,0,Very good
Google 사용자,5,2018-11-16,0,간편해서 좋아요
Google 사용자,5,2018-11-16,0,좋네요~^^
Google 사용자,3,2018-11-16,0,신용이 안좋은 사람은 대출이 아예 안되나요?
Google 사용자,5,2018-11-16,0,좋아요
Google 사용자,5,2018-11-16,0,그냥 굿!!!
Google 사용자,5,2018-11-16,1,지인의 소개로 알게되었는데 오늘부터 카뱅으로 이적하려구요.. 서민을위한 기업이미지가 매우 감동케합니다
SUNG O CHO,5,2018-11-16,1,너무 편하게 잘쓰고있어요~
재영redtop,5,2018-11-16,0,최고
이원규,5,2018-11-15,0,신용등급도 확인할수있엇니 너무좋네요
신창훈,5,2018-11-15,0,고맙습니다.잘쓰겠습니다
쩡아,1,2018-11-15,2,앱 실행할때마다 기기변경이떠요. 맨날 본인확인 핸폰인증에 민증인증에... 불편해서 어케 사용하란건지 ? 기기변경만 몇번했는지 모르겠네ㅡㅡ
Google 사용자,3,2018-11-15,0,써보고 남길게용
추성호,5,2018-11-14,0,Good!
이진,4,2018-11-14,1,카뱅 3일째 쓰고있는데 그제 26주 적금 한개 가입하고 오늘 한개더 가입하려는데 자꾸 오류가 뜹니다ㅜㅜ 프로그램 문제인것 같은데 해결이 필요할듯~!! 인터넷은행이라는데 다소 불안감이 있었는데 카뱅을 시작하면서 돈관리에 재미가 생겼어요~! 아직 처음이라 이것저것 알아보면서 배우는 단계지만 시간이 지나면 경제관리하는 습관이 생길것 같아요ㅋ 혜택도 좋지만 고객의입장에서 눈높이를 맞춘 상품이나 서비스들이 많은 도움이 되네요~~더욱더 발전하는 카뱅이 되길 바랍니다^^
gtalk 0915,1,2018-11-14,1,카카오뱅크 설치가 난감하다. 계속 초기화를 하란다.
Google 사용자,5,2018-11-14,0,좋습니다~♡♡
Google 사용자,5,2018-11-14,0,좋아요
Google 사용자,5,2018-11-14,0,카카오뱅크....최고...♥
고경민,5,2018-11-14,1,너무편하고 좋습니다. 수수료도 없어서 좋네요
으마긴,5,2018-11-14,0,잘쓰고있습니다
Google 사용자,4,2018-11-14,0,편리하게 잘 사용하고 있습니다
Mi-Yeong Lee,5,2018-11-14,0,세상편합니다
이선엽,5,2018-11-14,0,아주 좋고 개인적으로 추천할만한 앱입니다
Protestant. JIS,5,2018-11-13,0,아주 유용하게 잘 사용하고 있어요
Jong Min park,5,2018-11-13,0,모든 은행 업무가 하나로...뱅킹짱... 보안짱
Google 사용자,5,2018-11-13,0,좋네요 간편하고~
이용수,5,2018-11-13,0,Good
KS H,5,2018-11-13,0,브로콜리 연동좀요
Dino Jang,4,2018-11-13,0,편하고 좋음. 이체 출금 수수료 면제 및 카드혜택도 맘에 아주 듭니다.
김프로,1,2018-11-13,1,4일까지라드만 지금은왜신분증제출안되는데요
Google 사용자,3,2018-11-12,0,업댓 설치 너무 느려요
장후후,5,2018-11-12,0,아주 좋습니다 ㅎㅎ
Google 사용자,5,2018-11-12,0,보가는 편하네요..
물안경,3,2018-11-12,0,굿
Google 사용자,4,2018-11-12,1,유용하게 잘 쓰구있슴니당
오준우,4,2018-11-12,0,편리해요
kki xxxo,2,2018-11-12,11,"한정적인 해외송금,정보많이필요함.차라리 카드이용해서 페이팔하는게 빠름."
강이름,3,2018-11-12,1,비밀번호 재등록하라는데 자꾸 다른기기로 접근했다고 해서 원래 기기로도 해봤는데 안되네요 어떻게 해야 되나요..
Google 사용자,4,2018-11-12,1,26주 적금 자동이체를 해지해버렸는데 다시 자동이체 등록이 안되더라고요. 이런 경우엔 적금 해지하고 다시 새로 적금 시작해야되나요? 돈 맞춰서 직접 이체해봤더니 그 캐릭터는 안차고 추가납입으로 뜨더라고요. 어떻게 해야하나요?
오른손왼손,3,2018-11-12,1,안드로이드 신분증 촬영 전면카메라로 언제 가능하죠?
Google 사용자,5,2018-11-12,0,좋네요😁
Google 사용자,5,2018-11-12,0,사용하기편함
Google 사용자,5,2018-11-12,0,와따좋아요!
천동석천동석,5,2018-11-11,0,좋은하루보내세요
Hanjoo Lee,5,2018-11-11,0,은행 앱 중 최고
김행란,1,2018-11-11,5,신분증 인식이 안 되네요
Google 사용자,5,2018-11-11,0,굿
양은미,5,2018-11-11,1,넘 편리하고 좋아요
pipe man흥식,4,2018-11-11,0,편안한
이가현,2,2018-11-11,2,실명인증이 안돼요.. 검색해보니 저 같은 사람 한두명도 아니던데 오류 수정좀 하세요
Google 사용자,5,2018-11-10,0,너무편리하고 너무너무좋아요
남손규복,5,2018-11-10,0,너무펴리하내요
Jungmin Lee,5,2018-11-10,0,Good
박철호,5,2018-11-10,0,카카오뱅크 최고
Google 사용자,1,2018-11-09,6,갑자기 앱을 열수가 없나요?카카오뱅크가 계속중지되었습니다 이문구만 뜨고 열리질 않아요 .삭제하고 다시 깔아보려해도 적금든것두있구 ㅠ다시삭제후 재설치했더니 기기변경 나와서 신분증인증을 이십번촬영하고 다 인식하고 다음 누르는데 왜 잘못됐다고 다시 찍으라면서 다시찍음 또 안되구 왜 무한반복되는지 속터진다 진짜
응애,3,2018-11-09,0,생년월일똑바로썼는데 다시하라고하네요...
최형민,5,2018-11-09,0,아직까진 좋음.
이틀,5,2018-11-09,0,다운됫슴 데이터지우기각
김영주,2,2018-11-09,1,본인 명의 핸드폰 아니면 계좌개설을 못하넹... 문제가 있어서 본인 명의로 핸드폰을 못 만들었는데....
하은최,1,2018-11-09,3,엡 실행 할때매마다기본1.2분씩걸리고 어떤 행동할때마다 시간이 너무오래걸립니다 다시 지우고 깔아도 똑같고 계좌 이체할때마다10분은 걸리는거같습니다 조치부탁드립니다
Google 사용자,5,2018-11-09,0,간단하고실용적
한동한,2,2018-11-09,0,설치가안되네요
이영화,5,2018-11-09,0,잘모르겠어요
Rain K,1,2018-11-09,2,촬영부터 비번찾기등 끝이없이 반복 오류
치우,5,2018-11-08,0,좋아요♡
박주영,5,2018-11-08,1,좋습니다
Google 사용자,5,2018-11-08,1,"세이프박스 입출금을 자주 하는 편인데, 다른 실사용 이력들과 함께 출력되어 보기가 불편해요ㅠㅠ 세이프박스 이력을 제외하고 입출금 내역을 볼 수 있었으면 좋겠습니다."
한상훈,1,2018-11-08,1,신분증 인식 제대로 못할거면 수기로 할수있게해놔라
이호상,5,2018-11-08,0,굿qq
서문서문기,4,2018-11-07,0,편해요~~^^
영림,5,2018-11-07,0,좋음
민채아빠,5,2018-11-07,0,좋아용.
SoYeong SIM,4,2018-11-07,48,업뎃하고나니깐 예상치못한오류로 종료되었다면서 실행이안돼요 업뎃전에 디버깅하고 올려주심 안되나요? 실행도 안되는데 이건 솔직히 디버깅을 안하고 올린것같은데요 해봤으면 실행자체가안되는걸 업뎃이라고 올리진 않았을테니깐요! 업뎃괜히했어요 뭔 최신버전업뎃하라 뜨길래 했더니 이게 뭐에요... 오류 고쳐질때까지 다운그레이드하고싶은데 안됨 8ㅅ8 빨리 고쳐주세요
Google 사용자,5,2018-11-07,0,좋아요
구용,1,2018-11-07,1,추천하기 이벤트 링크 따라서 설치하다가 다음날 앱켜서 계좌만들었더니 실패했네요 7일내로 하면 된다고하니 당연히 될줄알았는데 이어서할때도 링크따라 가야한다고 있었으면 어쩔수 없지만 아쉽네요 천원벌기 힘들군요
김정진,4,2018-11-07,0,쏘 쏘 굿
굴렁쇠난,4,2018-11-07,0,이체가 간편해서 좋습니다
이진혁,4,2018-11-07,0,좋아요
Google 사용자,5,2018-11-07,0,좋은 것 같아요.
미누기가,5,2018-11-07,0,좋아요
Google 사용자,5,2018-11-07,0,제가 사용하기에는아주편하답니다 너무좋아요.
Google 사용자,3,2018-11-07,0,실명확인할때 자꾸 틀리다면서 오류뜨고 나중에 한번 갑자기되서 겨우 만들었네요. 확인하시고 수정해주셔야 신규발급 하시는 분들이 편리할 것 같아요
Google 사용자,5,2018-11-06,0,굳
장성민,5,2018-11-06,0,좋아요
Google 사용자,5,2018-11-06,1,현재 대출잔액이 없는데 있는것으로 나타나 정확도가 약간 떨어짐
Google 사용자,5,2018-11-06,0,굿
Google 사용자,5,2018-11-06,1,좋아요ᆢ
하재철,5,2018-11-06,0,좋은 은행 서비스 입니다.
JeongGoo Kim,5,2018-11-06,0,적극 강추합니다
윤재영,1,2018-11-06,0,업데이트 안돼서 지웟다가 다시 깔려고 하는데 다운로드가 안됨
Google 사용자,3,2018-11-06,0,캐릭터 귀여움. 그거 빼고 별로라서 잘 안사용함~
권일순,5,2018-11-06,0,오픈하면서 시작했는데 편리하게사용중입니다.
조철호,5,2018-11-06,0,좋습니다..이말이 딱 맞는듯
Google 사용자,4,2018-11-06,0,좋아요 다 좋은데 세이프박스도 얼마가 변동되었나 말고 총 금액이 얼마 있었는지도 나왔으면 좋겠어요.
Grace Kim,5,2018-11-06,2,평소 카뱅 잘 사용하고 있어요. 정부24 시스템 점검 때문에 안되는건 카뱅 잘못이 아닌데 카뱅과 이용자 여럿이 피해봤나보네.. 이런 중요 건은 팝업같은 방법으로 공지해서 이용자나 카뱅 모두 손해보는 일이 없도록 하는게 좋을거 같네요~ 카뱅 홧팅..
유화영,5,2018-11-06,0,그냥 깔았어요
Google 사용자,5,2018-11-06,1,안녕 하세요 잘이용힌겠습니다 수고하세요
엘셀바도르,4,2018-11-06,0,타은행하고비교시좋은점이많은거같구요 우선24시간언제든출금도되고수수료도없어 좋은거 같아요^^
김희선,5,2018-11-05,1,잘사용하고있는데요~ 트위터중에 자꾸 자동으로 카뱅이 실행되는데 이거 왜이런걸까요...오늘만 벌써 세번이나ㅜ 폰 재부팅해봐도 또그러네요;;;
황윤재,5,2018-11-05,1,최고의 앱
박금란,1,2018-11-05,1,거지같음 신분증 개 인식 못함 개빡
P&F PARTNERS,5,2018-11-05,0,편리하고 좋네요
박종도,5,2018-11-05,0,좋아요
Google 사용자,1,2018-11-05,4,"기존에 계좌가 있는거같아서 앱을 삭제하고 다시받았더니 기존 계좌도 찾을수가 없고, 이체받은 돈도 사라졌습니다. 이게 무슨 뱅크라고..사기 아닌지."
김진만,5,2018-11-05,0,최고의 스마트뱅킹! 편하고 빠르고.. 카카오뱅크 쵝오
Google 사용자,5,2018-11-05,1,Meizu 16th 기종에서 앱이 검색도 안되고 다은로드가 안되고 있습니다. 기종에 대해서 다운이 불가능 한건가요?
주연,5,2018-11-05,0,이상한 광고들 안뜨게 해주세요 아니면 욕해요
Google 사용자,4,2018-11-05,0,간편하고 좋아요
유지혜,5,2018-11-05,1,잘 사용중입니다 다만 사용후 카톡으로 온 사용내역에 잔액정보도 있었음 좋겠네요
연,5,2018-11-05,2,"은행 못가는 직장인에게 너무 좋은 어플,,, 진짜 만들어주셔서 감사합니다ㅠㅠㅠㅠㅠ♥♥ 어디계세요 거기에 절 좀 하게 사용법도 간단하고 신용조회까지.... 카뱅 당신 못하는게 뭐야 아주 평생 쓸거야"
Slam funk,5,2018-11-05,1,다른 온라인 뱅크보다 빠르고 간단하고 계좌도 금방만들고 금방 지울수있어서좋음
Google 사용자,5,2018-11-05,0,좋아요~
세라비,5,2018-11-05,3,신분증 촬영안된다는 분들 바닥색상 어두운데다 민증올려놓고 찍음 바로 인식됩니다
Google 사용자,5,2018-11-05,1,아주 간편하고 좋네요.
Google 사용자,5,2018-11-05,0,꼭 폰 명의자만 되는지 폰 명의자랑 사용자랑 틀릴수도 있는데ᆢ
Google 사용자,5,2018-11-05,1,좋은 앱 같아요 본인의 신용을중간중간체크해서진단가능하니까요
The JK,1,2018-11-05,51,안드로이드 킷캣4.4 미지원해서 어플쓰지도못함. 카뱅적금중인데 어플아니면 예적금확인할방법도없는데 이어플쓰려고 폰을바꿔야하나??짜증나서 끝나면 바로 탈퇴예정. 잘먹고잘살아라
마스터뱅,5,2018-11-05,0,굿
MI YE,3,2018-11-04,1,카드 선택할 때 왜 라이언이랑 어피치밖에 없나요?ㅜㅜㅜ
Google 사용자,5,2018-11-04,0,좋아요
northeast edward,5,2018-11-04,1,저도 윗분들처럼 로그인이 잘안되어서확인해보니 주민증은 불가입니디. 평소롸달리 계속오류.. 운전면허증도 오인식 잘못인식되어서 수정입력하고나니 공지사항으로 그제서야 1104 22시까지 주민증불가 ㅡ.ㅡ
깜자,2,2018-11-04,1,기기변경을 해서 신분증인증을 하려하는데 계속오류만 떠서 등록을 못하고있네요ㅡㅡ
sh Kim,1,2018-11-04,1,기기변경했는데 신분증 확인이 안되네요 어플을 다시 설치해도 안되네요
츠ᄇᄋ,1,2018-11-03,1,기변하고 신분증 확인오류 계속 떠서 뭘 할수가없네요ㅋㅋ 주말에 뭘 어쩌라는건지ㅋ
